,user_name,text,lowercase,unwanted_spaces,urls,html_encodings,usernames,pne,three_characters,stopwords,tokenize,lemmatize,duplicate,clean_text
49,緒方　健二,"RT @LindseyGrahamSC: Is there a Brutus in Russia?  Is there a more successful Colonel Stauffenberg in the Russian military?  

The only way…","rt @lindseygrahamsc: is there a brutus in russia?  is there a more successful colonel stauffenberg in the russian military?  

the only way…",rt @lindseygrahamsc: is there a brutus in russia? is there a more successful colonel stauffenberg in the russian military? the only way…,rt @lindseygrahamsc: is there a brutus in russia? is there a more successful colonel stauffenberg in the russian military? the only way…,rt @lindseygrahamsc: is there a brutus in russia? is there a more successful colonel stauffenberg in the russian military? the only way…,rt : is there a brutus in russia? is there a more successful colonel stauffenberg in the russian military? the only way…,rt   is there a brutus in russia  is there a more successful colonel stauffenberg in the russian military  the only way ,there brutus russia there more successful colonel stauffenberg russian military only,brutus russia successful colonel stauffenberg russian military,"['brutus', 'russia', 'successful', 'colonel', 'stauffenberg', 'russian', 'military']",brutus russia successful colonel stauffenberg russian military,brutus russia successful colonel stauffenberg russian military,brutus russia successful colonel stauffenberg russian military
50,Arvis,"RT @anders_aslund: Is it possible to cut off Russian oil exports of 5mbbl/day, half Russia's export revenues?
Yes, it is!
The US can produc…","rt @anders_aslund: is it possible to cut off russian oil exports of 5mbbl/day, half russia's export revenues?
yes, it is!
the us can produc…","rt @anders_aslund: is it possible to cut off russian oil exports of 5mbbl/day, half russia's export revenues? yes, it is! the us can produc…","rt @anders_aslund: is it possible to cut off russian oil exports of 5mbbl/day, half russia's export revenues? yes, it is! the us can produc…","rt @anders_aslund: is it possible to cut off russian oil exports of 5mbbl/day, half russia's export revenues? yes, it is! the us can produc…","rt _aslund: is it possible to cut off russian oil exports of 5mbbl/day, half russia's export revenues? yes, it is! the us can produc…",rt  aslund  is it possible to cut off russian oil exports of  mbbl day  half russia s export revenues  yes  it is  the us can produc ,aslund possible russian exports mbbl half russia export revenues produc,aslund possible russian exports mbbl half russia export revenues produc,"['aslund', 'possible', 'russian', 'exports', 'mbbl', 'half', 'russia', 'export', 'revenues', 'produc']",aslund possible russian export mbbl half russia export revenue produc,aslund possible russian export mbbl half russia revenue produc,aslund possible russian export mbbl half russia revenue produc
51,Trent Brownlee 🇺🇦,"RT @AVindman: Reports of a significant armor engagement in a suburb of Kyiv, …between Russian forces. Friendly fire restulted in the loss o…","rt @avindman: reports of a significant armor engagement in a suburb of kyiv, …between russian forces. friendly fire restulted in the loss o…","rt @avindman: reports of a significant armor engagement in a suburb of kyiv, …between russian forces. friendly fire restulted in the loss o…","rt @avindman: reports of a significant armor engagement in a suburb of kyiv, …between russian forces. friendly fire restulted in the loss o…","rt @avindman: reports of a significant armor engagement in a suburb of kyiv, …between russian forces. friendly fire restulted in the loss o…","rt : reports of a significant armor engagement in a suburb of kyiv, …between russian forces. friendly fire restulted in the loss o…",rt   reports of a significant armor engagement in a suburb of kyiv   between russian forces  friendly fire restulted in the loss o ,reports significant armor engagement suburb kyiv between russian forces friendly fire restulted loss,reports significant armor engagement suburb kyiv russian forces friendly fire restulted loss,"['reports', 'significant', 'armor', 'engagement', 'suburb', 'kyiv', 'russian', 'forces', 'friendly', 'fire', 'restulted', 'loss']",report significant armor engagement suburb kyiv russian force friendly fire restulted loss,report significant armor engagement suburb kyiv russian force friendly fire restulted loss,report significant armor engagement suburb kyiv russian force friendly fire restulted loss
52,Marlise,"RT @TheDemCoalition: The bravery and ferocity with which Ukraine has fought off Putin's fascist invaders has shocked the Russian army 👇

#S…","rt @thedemcoalition: the bravery and ferocity with which ukraine has fought off putin's fascist invaders has shocked the russian army 👇

#s…",rt @thedemcoalition: the bravery and ferocity with which ukraine has fought off putin's fascist invaders has shocked the russian army 👇 #s…,rt @thedemcoalition: the bravery and ferocity with which ukraine has fought off putin's fascist invaders has shocked the russian army 👇 #s…,rt @thedemcoalition: the bravery and ferocity with which ukraine has fought off putin's fascist invaders has shocked the russian army 👇 #s…,rt : the bravery and ferocity with which ukraine has fought off putin's fascist invaders has shocked the russian army 👇 #s…,rt   the bravery and ferocity with which ukraine has fought off putin s fascist invaders has shocked the russian army    s ,bravery ferocity with which ukraine fought putin fascist invaders shocked russian army,bravery ferocity ukraine fought putin fascist invaders shocked russian army,"['bravery', 'ferocity', 'ukraine', 'fought', 'putin', 'fascist', 'invaders', 'shocked', 'russian', 'army']",bravery ferocity ukraine fight putin fascist invader shock russian army,bravery ferocity ukraine fight putin fascist invader shock russian army,bravery ferocity ukraine fight putin fascist invader shock russian army
53,Jackie 🐌TrumpLost🐌👍,"RT @RpsAgainstTrump: There’s no justification for the US to still be importing Russian oil=funding Putin’s war machine against Ukraine.
#St…","rt @rpsagainsttrump: there’s no justification for the us to still be importing russian oil=funding putin’s war machine against ukraine.
#st…",rt @rpsagainsttrump: there’s no justification for the us to still be importing russian oil=funding putin’s war machine against ukraine. #st…,rt @rpsagainsttrump: there’s no justification for the us to still be importing russian oil=funding putin’s war machine against ukraine. #st…,rt @rpsagainsttrump: there’s no justification for the us to still be importing russian oil=funding putin’s war machine against ukraine. #st…,rt : there’s no justification for the us to still be importing russian oil=funding putin’s war machine against ukraine. #st…,rt   there s no justification for the us to still be importing russian oil funding putin s war machine against ukraine   st ,there justification still importing russian funding putin machine against ukraine,justification still importing russian funding putin machine ukraine,"['justification', 'still', 'importing', 'russian', 'funding', 'putin', 'machine', 'ukraine']",justification still import russian fund putin machine ukraine,justification still import russian fund putin machine ukraine,justification still import russian fund putin machine ukraine
54,DEBRA LEE,RT @MarketRebels: $KO Coca-Cola is leaving the Russian market,rt @marketrebels: $ko coca-cola is leaving the russian market,rt @marketrebels: $ko coca-cola is leaving the russian market,rt @marketrebels: $ko coca-cola is leaving the russian market,rt @marketrebels: $ko coca-cola is leaving the russian market,rt : $ko coca-cola is leaving the russian market,rt    ko coca cola is leaving the russian market,coca cola leaving russian market,coca cola leaving russian market,"['coca', 'cola', 'leaving', 'russian', 'market']",coca cola leave russian market,coca cola leave russian market,coca cola leave russian market
55,Deborah Brown,RT @kylegriffin1: The National Association of Broadcasters has issued a statement calling on broadcasters to stop carrying Russian-sponsore…,rt @kylegriffin1: the national association of broadcasters has issued a statement calling on broadcasters to stop carrying russian-sponsore…,rt @kylegriffin1: the national association of broadcasters has issued a statement calling on broadcasters to stop carrying russian-sponsore…,rt @kylegriffin1: the national association of broadcasters has issued a statement calling on broadcasters to stop carrying russian-sponsore…,rt @kylegriffin1: the national association of broadcasters has issued a statement calling on broadcasters to stop carrying russian-sponsore…,rt : the national association of broadcasters has issued a statement calling on broadcasters to stop carrying russian-sponsore…,rt   the national association of broadcasters has issued a statement calling on broadcasters to stop carrying russian sponsore ,national association broadcasters issued statement calling broadcasters stop carrying russian sponsore,national association broadcasters issued statement calling broadcasters stop carrying russian sponsore,"['national', 'association', 'broadcasters', 'issued', 'statement', 'calling', 'broadcasters', 'stop', 'carrying', 'russian', 'sponsore']",national association broadcaster issue statement call broadcaster stop carry russian sponsore,national association broadcaster issue statement call stop carry russian sponsore,national association broadcaster issue statement call stop carry russian sponsore
56,🌈,"Residents of Novopskov in eastern Ukraine come out of their homes to confront Russian soldiers occupying their town to tell them what they think:

“War and death follows you wherever you go, get up and leave!” 

Crowd of town residents chanting “Ukraine!”

https://t.co/iGByUwrEKV","residents of novopskov in eastern ukraine come out of their homes to confront russian soldiers occupying their town to tell them what they think:

“war and death follows you wherever you go, get up and leave!” 

crowd of town residents chanting “ukraine!”

https://t.co/igbyuwrekv","residents of novopskov in eastern ukraine come out of their homes to confront russian soldiers occupying their town to tell them what they think: “war and death follows you wherever you go, get up and leave!” crowd of town residents chanting “ukraine!” https://t.co/igbyuwrekv","residents of novopskov in eastern ukraine come out of their homes to confront russian soldiers occupying their town to tell them what they think: “war and death follows you wherever you go, get up and leave!” crowd of town residents chanting “ukraine!” ","residents of novopskov in eastern ukraine come out of their homes to confront russian soldiers occupying their town to tell them what they think: “war and death follows you wherever you go, get up and leave!” crowd of town residents chanting “ukraine!” ","residents of novopskov in eastern ukraine come out of their homes to confront russian soldiers occupying their town to tell them what they think: “war and death follows you wherever you go, get up and leave!” crowd of town residents chanting “ukraine!” ",residents of novopskov in eastern ukraine come out of their homes to confront russian soldiers occupying their town to tell them what they think   war and death follows you wherever you go  get up and leave   crowd of town residents chanting  ukraine   ,residents novopskov eastern ukraine come their homes confront russian soldiers occupying their town tell them what they think death follows wherever leave crowd town residents chanting ukraine,residents novopskov eastern ukraine come homes confront russian soldiers occupying town tell think death follows wherever leave crowd town residents chanting ukraine,"['residents', 'novopskov', 'eastern', 'ukraine', 'come', 'homes', 'confront', 'russian', 'soldiers', 'occupying', 'town', 'tell', 'think', 'death', 'follows', 'wherever', 'leave', 'crowd', 'town', 'residents', 'chanting', 'ukraine']",resident novopskov eastern ukraine come home confront russian soldier occupy town tell think death follow wherever leave crowd town resident chant ukraine,resident novopskov eastern ukraine come home confront russian soldier occupy town tell think death follow wherever leave crowd chant,resident novopskov eastern ukraine come home confront russian soldier occupy town tell think death follow wherever leave crowd chant
57,Dawangthang/ダワンタング,"RT @SkyAndyHughes: Everyone should watch this. Sky News team comes under fire from Russian forces in Kyiv, despite making it clear they’re…","rt @skyandyhughes: everyone should watch this. sky news team comes under fire from russian forces in kyiv, despite making it clear they’re…","rt @skyandyhughes: everyone should watch this. sky news team comes under fire from russian forces in kyiv, despite making it clear they’re…","rt @skyandyhughes: everyone should watch this. sky news team comes under fire from russian forces in kyiv, despite making it clear they’re…","rt @skyandyhughes: everyone should watch this. sky news team comes under fire from russian forces in kyiv, despite making it clear they’re…","rt : everyone should watch this. sky news team comes under fire from russian forces in kyiv, despite making it clear they’re…",rt   everyone should watch this  sky news team comes under fire from russian forces in kyiv  despite making it clear they re ,everyone should watch this news team comes under fire from russian forces kyiv despite making clear they,everyone watch news team comes fire russian forces kyiv despite making clear,"['everyone', 'watch', 'news', 'team', 'comes', 'fire', 'russian', 'forces', 'kyiv', 'despite', 'making', 'clear']",everyone watch news team come fire russian force kyiv despite make clear,everyone watch news team come fire russian force kyiv despite make clear,everyone watch news team come fire russian force kyiv despite make clear
58,trashbag,RT @Anansislibrary: They got rid of everything Russian faster than they got rid of all the confederate statues in this country,rt @anansislibrary: they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt @anansislibrary: they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt @anansislibrary: they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt @anansislibrary: they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt : they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt   they got rid of everything russian faster than they got rid of all the confederate statues in this country,they everything russian faster than they confederate statues this country,everything russian faster confederate statues country,"['everything', 'russian', 'faster', 'confederate', 'statues', 'country']",everything russian fast confederate statue country,everything russian fast confederate statue country,everything russian fast confederate statue country
59,Katherine Elizabeth McLaren,"RT @Rusembegypt: 📰Interview of the Russian Ambassador to Egypt G.Borisenko for @egygazette on Ukraine.
✅sanctions;
✅NATO threat;
✅🇺🇦 nuclea…","rt @rusembegypt: 📰interview of the russian ambassador to egypt g.borisenko for @egygazette on ukraine.
✅sanctions;
✅nato threat;
✅🇺🇦 nuclea…",rt @rusembegypt: 📰interview of the russian ambassador to egypt g.borisenko for @egygazette on ukraine. ✅sanctions; ✅nato threat; ✅🇺🇦 nuclea…,rt @rusembegypt: 📰interview of the russian ambassador to egypt g.borisenko for @egygazette on ukraine. ✅sanctions; ✅nato threat; ✅🇺🇦 nuclea…,rt @rusembegypt: 📰interview of the russian ambassador to egypt g.borisenko for @egygazette on ukraine. ✅sanctions; ✅nato threat; ✅🇺🇦 nuclea…,rt : 📰interview of the russian ambassador to egypt g.borisenko for  on ukraine. ✅sanctions; ✅nato threat; ✅🇺🇦 nuclea…,rt    interview of the russian ambassador to egypt g borisenko for  on ukraine   sanctions   nato threat      nuclea ,interview russian ambassador egypt borisenko ukraine sanctions nato threat nuclea,interview russian ambassador egypt borisenko ukraine sanctions nato threat nuclea,"['interview', 'russian', 'ambassador', 'egypt', 'borisenko', 'ukraine', 'sanctions', 'nato', 'threat', 'nuclea']",interview russian ambassador egypt borisenko ukraine sanction nato threat nuclea,interview russian ambassador egypt borisenko ukraine sanction nato threat nuclea,interview russian ambassador egypt borisenko ukraine sanction nato threat nuclea
60,Annette,RT @latimes: A global game of hide-and-seek is happening on the high seas as Russian billionaires hastily attempt to move their boats to sa…,rt @latimes: a global game of hide-and-seek is happening on the high seas as russian billionaires hastily attempt to move their boats to sa…,rt @latimes: a global game of hide-and-seek is happening on the high seas as russian billionaires hastily attempt to move their boats to sa…,rt @latimes: a global game of hide-and-seek is happening on the high seas as russian billionaires hastily attempt to move their boats to sa…,rt @latimes: a global game of hide-and-seek is happening on the high seas as russian billionaires hastily attempt to move their boats to sa…,rt : a global game of hide-and-seek is happening on the high seas as russian billionaires hastily attempt to move their boats to sa…,rt   a global game of hide and seek is happening on the high seas as russian billionaires hastily attempt to move their boats to sa ,global game hide seek happening high seas russian billionaires hastily attempt move their boats,global game hide seek happening high seas russian billionaires hastily attempt move boats,"['global', 'game', 'hide', 'seek', 'happening', 'high', 'seas', 'russian', 'billionaires', 'hastily', 'attempt', 'move', 'boats']",global game hide seek happen high sea russian billionaire hastily attempt move boat,global game hide seek happen high sea russian billionaire hastily attempt move boat,global game hide seek happen high sea russian billionaire hastily attempt move boat
61,Citizen of EU,"RT @CityBureaucrat: The Wagner group is a private military company owned by Russian Jewish billionaire Yevgeny Prigozhin.

This now means t…","rt @citybureaucrat: the wagner group is a private military company owned by russian jewish billionaire yevgeny prigozhin.

this now means t…",rt @citybureaucrat: the wagner group is a private military company owned by russian jewish billionaire yevgeny prigozhin. this now means t…,rt @citybureaucrat: the wagner group is a private military company owned by russian jewish billionaire yevgeny prigozhin. this now means t…,rt @citybureaucrat: the wagner group is a private military company owned by russian jewish billionaire yevgeny prigozhin. this now means t…,rt : the wagner group is a private military company owned by russian jewish billionaire yevgeny prigozhin. this now means t…,rt   the wagner group is a private military company owned by russian jewish billionaire yevgeny prigozhin  this now means t ,wagner group private military company owned russian jewish billionaire yevgeny prigozhin this means,wagner group private military company owned russian jewish billionaire yevgeny prigozhin means,"['wagner', 'group', 'private', 'military', 'company', 'owned', 'russian', 'jewish', 'billionaire', 'yevgeny', 'prigozhin', 'means']",wagner group private military company own russian jewish billionaire yevgeny prigozhin mean,wagner group private military company own russian jewish billionaire yevgeny prigozhin mean,wagner group private military company own russian jewish billionaire yevgeny prigozhin mean
62,Akhil Singh,"RT @squineon: Putin is not a dictator while west is trying to portray him on par with H*tler. So many Russian sportsperson, actors, intelle…","rt @squineon: putin is not a dictator while west is trying to portray him on par with h*tler. so many russian sportsperson, actors, intelle…","rt @squineon: putin is not a dictator while west is trying to portray him on par with h*tler. so many russian sportsperson, actors, intelle…","rt @squineon: putin is not a dictator while west is trying to portray him on par with h*tler. so many russian sportsperson, actors, intelle…","rt @squineon: putin is not a dictator while west is trying to portray him on par with h*tler. so many russian sportsperson, actors, intelle…","rt : putin is not a dictator while west is trying to portray him on par with h*tler. so many russian sportsperson, actors, intelle…",rt   putin is not a dictator while west is trying to portray him on par with h tler  so many russian sportsperson  actors  intelle ,putin dictator while west trying portray with tler many russian sportsperson actors intelle,putin dictator west trying portray tler many russian sportsperson actors intelle,"['putin', 'dictator', 'west', 'trying', 'portray', 'tler', 'many', 'russian', 'sportsperson', 'actors', 'intelle']",putin dictator west try portray tler many russian sportsperson actor intelle,putin dictator west try portray tler many russian sportsperson actor intelle,putin dictator west try portray tler many russian sportsperson actor intelle
63,Andrew Binkley,"RT @dontlickchalk: Moscow Mitch and the guy who gets his hair done by a poodle groomer, are so hardcore for ""America First"" that they had t…","rt @dontlickchalk: moscow mitch and the guy who gets his hair done by a poodle groomer, are so hardcore for ""america first"" that they had t…","rt @dontlickchalk: moscow mitch and the guy who gets his hair done by a poodle groomer, are so hardcore for ""america first"" that they had t…","rt @dontlickchalk: moscow mitch and the guy who gets his hair done by a poodle groomer, are so hardcore for ""america first"" that they had t…","rt @dontlickchalk: moscow mitch and the guy who gets his hair done by a poodle groomer, are so hardcore for ""america first"" that they had t…","rt : moscow mitch and the guy who gets his hair done by a poodle groomer, are so hardcore for ""america first"" that they had t…",rt   moscow mitch and the guy who gets his hair done by a poodle groomer  are so hardcore for  america first  that they had t ,moscow mitch gets hair done poodle groomer hardcore america first that they,moscow mitch gets hair done poodle groomer hardcore america first,"['moscow', 'mitch', 'gets', 'hair', 'done', 'poodle', 'groomer', 'hardcore', 'america', 'first']",moscow mitch get hair do poodle groomer hardcore america first,moscow mitch get hair do poodle groomer hardcore america first,moscow mitch get hair do poodle groomer hardcore america first
64,JDub,RT @W4Wpal: So it's not just Moscow Mitch and Russian Rand Paul in bed with Putin's oligarchy. Florida in bed with Putin too.,rt @w4wpal: so it's not just moscow mitch and russian rand paul in bed with putin's oligarchy. florida in bed with putin too.,rt @w4wpal: so it's not just moscow mitch and russian rand paul in bed with putin's oligarchy. florida in bed with putin too.,rt @w4wpal: so it's not just moscow mitch and russian rand paul in bed with putin's oligarchy. florida in bed with putin too.,rt @w4wpal: so it's not just moscow mitch and russian rand paul in bed with putin's oligarchy. florida in bed with putin too.,rt : so it's not just moscow mitch and russian rand paul in bed with putin's oligarchy. florida in bed with putin too.,rt   so it s not just moscow mitch and russian rand paul in bed with putin s oligarchy  florida in bed with putin too ,just moscow mitch russian rand paul with putin oligarchy florida with putin,moscow mitch russian rand paul putin oligarchy florida putin,"['moscow', 'mitch', 'russian', 'rand', 'paul', 'putin', 'oligarchy', 'florida', 'putin']",moscow mitch russian rand paul putin oligarchy florida putin,moscow mitch russian rand paul putin oligarchy florida,moscow mitch russian rand paul putin oligarchy florida
65,⛈️Josephu⛈️,"RT @ASovietOnion: ngl having grown up half-afghan in the aftermath of 2001, this whole culture war that's currently happening – scrubbing e…","rt @asovietonion: ngl having grown up half-afghan in the aftermath of 2001, this whole culture war that's currently happening – scrubbing e…","rt @asovietonion: ngl having grown up half-afghan in the aftermath of 2001, this whole culture war that's currently happening – scrubbing e…","rt @asovietonion: ngl having grown up half-afghan in the aftermath of 2001, this whole culture war that's currently happening – scrubbing e…","rt @asovietonion: ngl having grown up half-afghan in the aftermath of 2001, this whole culture war that's currently happening – scrubbing e…","rt : ngl having grown up half-afghan in the aftermath of 2001, this whole culture war that's currently happening – scrubbing e…",rt   ngl having grown up half afghan in the aftermath of       this whole culture war that s currently happening   scrubbing e ,having grown half afghan aftermath this whole culture that currently happening scrubbing,grown half afghan aftermath whole culture currently happening scrubbing,"['grown', 'half', 'afghan', 'aftermath', 'whole', 'culture', 'currently', 'happening', 'scrubbing']",grow half afghan aftermath whole culture currently happen scrub,grow half afghan aftermath whole culture currently happen scrub,grow half afghan aftermath whole culture currently happen scrub
66,Raihan Reza,RT @KyivIndependent: ⚡️Around 74% of Americans - including Republicans and Democrats - said the U.S. and its NATO allies should impose a no…,rt @kyivindependent: ⚡️around 74% of americans - including republicans and democrats - said the u.s. and its nato allies should impose a no…,rt @kyivindependent: ⚡️around 74% of americans - including republicans and democrats - said the u.s. and its nato allies should impose a no…,rt @kyivindependent: ⚡️around 74% of americans - including republicans and democrats - said the u.s. and its nato allies should impose a no…,rt @kyivindependent: ⚡️around 74% of americans - including republicans and democrats - said the u.s. and its nato allies should impose a no…,rt : ⚡️around 74% of americans - including republicans and democrats - said the u.s. and its nato allies should impose a no…,rt     around     of americans   including republicans and democrats   said the u s  and its nato allies should impose a no ,around americans including republicans democrats said nato allies should impose,around americans including republicans democrats said nato allies impose,"['around', 'americans', 'including', 'republicans', 'democrats', 'said', 'nato', 'allies', 'impose']",around american include republican democrat say nato ally impose,around american include republican democrat say nato ally impose,around american include republican democrat say nato ally impose
67,Randall Flagg,"RT @gordoncorera: NEW - Russian commanders have been killed after they felt they had to move closer to the front lines, western officials s…","rt @gordoncorera: new - russian commanders have been killed after they felt they had to move closer to the front lines, western officials s…","rt @gordoncorera: new - russian commanders have been killed after they felt they had to move closer to the front lines, western officials s…","rt @gordoncorera: new - russian commanders have been killed after they felt they had to move closer to the front lines, western officials s…","rt @gordoncorera: new - russian commanders have been killed after they felt they had to move closer to the front lines, western officials s…","rt : new - russian commanders have been killed after they felt they had to move closer to the front lines, western officials s…",rt   new   russian commanders have been killed after they felt they had to move closer to the front lines  western officials s ,russian commanders have been killed after they felt they move closer front lines western officials,russian commanders killed felt move closer front lines western officials,"['russian', 'commanders', 'killed', 'felt', 'move', 'closer', 'front', 'lines', 'western', 'officials']",russian commander kill felt move close front line western official,russian commander kill felt move close front line western official,russian commander kill felt move close front line western official
68,BFG,"Don't like Jimmy Kimmel. Republicanism is as crass as Conservatives.All they spout is rascist,sexism,homophobic, garbage &amp; are basically completely self-absorbed corrupt pathological liars.Boris &amp; Trump the Putin loving Russian owned cheerleaders spreading False News &amp; non action https://t.co/gnmu4s9Nyz","don't like jimmy kimmel. republicanism is as crass as conservatives.all they spout is rascist,sexism,homophobic, garbage &amp; are basically completely self-absorbed corrupt pathological liars.boris &amp; trump the putin loving russian owned cheerleaders spreading false news &amp; non action https://t.co/gnmu4s9nyz","don't like jimmy kimmel. republicanism is as crass as conservatives.all they spout is rascist,sexism,homophobic, garbage &amp; are basically completely self-absorbed corrupt pathological liars.boris &amp; trump the putin loving russian owned cheerleaders spreading false news &amp; non action https://t.co/gnmu4s9nyz","don't like jimmy kimmel. republicanism is as crass as conservatives.all they spout is rascist,sexism,homophobic, garbage &amp; are basically completely self-absorbed corrupt pathological liars.boris &amp; trump the putin loving russian owned cheerleaders spreading false news &amp; non action ","don't like jimmy kimmel. republicanism is as crass as conservatives.all they spout is rascist,sexism,homophobic, garbage &amp; are basically completely self-absorbed corrupt pathological liars.boris &amp; trump the putin loving russian owned cheerleaders spreading false news &amp; non action ","don't like jimmy kimmel. republicanism is as crass as conservatives.all they spout is rascist,sexism,homophobic, garbage &amp; are basically completely self-absorbed corrupt pathological liars.boris &amp; trump the putin loving russian owned cheerleaders spreading false news &amp; non action ",don t like jimmy kimmel  republicanism is as crass as conservatives all they spout is rascist sexism homophobic  garbage  amp  are basically completely self absorbed corrupt pathological liars boris  amp  trump the putin loving russian owned cheerleaders spreading false news  amp  non action ,like jimmy kimmel republicanism crass conservatives they spout rascist sexism homophobic garbage basically completely self absorbed corrupt pathological liars boris trump putin loving russian owned cheerleaders spreading false news action,like jimmy kimmel republicanism crass conservatives spout rascist sexism homophobic garbage basically completely self absorbed corrupt pathological liars boris trump putin loving russian owned cheerleaders spreading false news action,"['like', 'jimmy', 'kimmel', 'republicanism', 'crass', 'conservatives', 'spout', 'rascist', 'sexism', 'homophobic', 'garbage', 'basically', 'completely', 'self', 'absorbed', 'corrupt', 'pathological', 'liars', 'boris', 'trump', 'putin', 'loving', 'russian', 'owned', 'cheerleaders', 'spreading', 'false', 'news', 'action']",like jimmy kimmel republicanism crass conservative spout rascist sexism homophobic garbage basically completely self absorb corrupt pathological liar boris trump putin love russian own cheerleader spread false news action,like jimmy kimmel republicanism crass conservative spout rascist sexism homophobic garbage basically completely self absorb corrupt pathological liar boris trump putin love russian own cheerleader spread false news action,like jimmy kimmel republicanism crass conservative spout rascist sexism homophobic garbage basically completely self absorb corrupt pathological liar boris trump putin love russian own cheerleader spread false news action
69,Mike Brown,RT @coachbrucepearl: I grew up believing that POTUS was the leader of the free world. We should be concerned! Why are we giving Iran Billio…,rt @coachbrucepearl: i grew up believing that potus was the leader of the free world. we should be concerned! why are we giving iran billio…,rt @coachbrucepearl: i grew up believing that potus was the leader of the free world. we should be concerned! why are we giving iran billio…,rt @coachbrucepearl: i grew up believing that potus was the leader of the free world. we should be concerned! why are we giving iran billio…,rt @coachbrucepearl: i grew up believing that potus was the leader of the free world. we should be concerned! why are we giving iran billio…,rt : i grew up believing that potus was the leader of the free world. we should be concerned! why are we giving iran billio…,rt   i grew up believing that potus was the leader of the free world  we should be concerned  why are we giving iran billio ,grew believing that potus leader free world should concerned giving iran billio,grew believing potus leader free world concerned giving iran billio,"['grew', 'believing', 'potus', 'leader', 'free', 'world', 'concerned', 'giving', 'iran', 'billio']",grow believe potus leader free world concern give iran billio,grow believe potus leader free world concern give iran billio,grow believe potus leader free world concern give iran billio
70,John D Pell,RT @walterlekh: Documents captured from killed Russian CAS SU-25 aircraft pilots indicate that Russian planes enter Ukrainian airspace by d…,rt @walterlekh: documents captured from killed russian cas su-25 aircraft pilots indicate that russian planes enter ukrainian airspace by d…,rt @walterlekh: documents captured from killed russian cas su-25 aircraft pilots indicate that russian planes enter ukrainian airspace by d…,rt @walterlekh: documents captured from killed russian cas su-25 aircraft pilots indicate that russian planes enter ukrainian airspace by d…,rt @walterlekh: documents captured from killed russian cas su-25 aircraft pilots indicate that russian planes enter ukrainian airspace by d…,rt : documents captured from killed russian cas su-25 aircraft pilots indicate that russian planes enter ukrainian airspace by d…,rt   documents captured from killed russian cas su    aircraft pilots indicate that russian planes enter ukrainian airspace by d ,documents captured from killed russian aircraft pilots indicate that russian planes enter ukrainian airspace,documents captured killed russian aircraft pilots indicate russian planes enter ukrainian airspace,"['documents', 'captured', 'killed', 'russian', 'aircraft', 'pilots', 'indicate', 'russian', 'planes', 'enter', 'ukrainian', 'airspace']",document capture kill russian aircraft pilot indicate russian plane enter ukrainian airspace,document capture kill russian aircraft pilot indicate plane enter ukrainian airspace,document capture kill russian aircraft pilot indicate plane enter ukrainian airspace
71,KUBO Koichi,RT @myroslavapetsa: Every captured Russian soldier repeats the same mantra saying he never knew he was actually going into Ukraine. These d…,rt @myroslavapetsa: every captured russian soldier repeats the same mantra saying he never knew he was actually going into ukraine. these d…,rt @myroslavapetsa: every captured russian soldier repeats the same mantra saying he never knew he was actually going into ukraine. these d…,rt @myroslavapetsa: every captured russian soldier repeats the same mantra saying he never knew he was actually going into ukraine. these d…,rt @myroslavapetsa: every captured russian soldier repeats the same mantra saying he never knew he was actually going into ukraine. these d…,rt : every captured russian soldier repeats the same mantra saying he never knew he was actually going into ukraine. these d…,rt   every captured russian soldier repeats the same mantra saying he never knew he was actually going into ukraine  these d ,every captured russian soldier repeats same mantra saying never knew actually going into ukraine these,every captured russian soldier repeats mantra saying never knew actually going ukraine,"['every', 'captured', 'russian', 'soldier', 'repeats', 'mantra', 'saying', 'never', 'knew', 'actually', 'going', 'ukraine']",every capture russian soldier repeat mantra say never know actually go ukraine,every capture russian soldier repeat mantra say never know actually go ukraine,every capture russian soldier repeat mantra say never know actually go ukraine
